 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
1.35,1.11,0,0.6,2.35,1.27,0,2.89,4.01,0.57,0.09,1.09,0,0.01,2.66,0,1.12,3
1.82,1.25,0,0.67,1.25,2.07,0,0,1.06,0,0,0,0.1,0,0.43,0,0,3
1.94,1.02,0.62,0,2.72,1.37,0.92,2.71,4.21,1.47,0,0,0,0,3.16,0.6,0,3
0.37,0,0,0.12,3.46,4.86,1.39,2.22,2.44,1.34,0,0,1.45,0.4,2.07,1.19,0,3
1.47,0.55,0,0,0.69,0.22,0,0.72,0.61,0.15,0.18,0.17,0.67,0,0,0,0.11,3
1.98,0.57,1.85,0,2.5,2.95,0.92,1.06,0.98,1.73,1.27,2.48,1.83,0.51,0.33,0,1.4,3
1.51,0,0,0,2.67,2.92,0.99,2.21,1.06,2.37,1.31,1.9,1.69,0.03,0,0,1.36,3
0.53,0,1.47,0,2.49,1.39,0.27,0.56,2.64,0.8,0,0,1.19,0,1.38,0,0.63,3
0,0,0,0,1.9,1.26,0.33,1.64,1.62,1.19,0,0.4,0.69,0.45,0.41,0.53,1.17,3
0.13,0,0,0,2.79,4.48,1.58,1.69,1.25,0.31,0.1,0,0.02,0,3.32,0.74,1.13,3
0.64,0,1.96,0,1.64,1.83,1.29,0.96,0.89,0.25,0.11,0.9,0.94,0.39,0.77,0.48,0.47,3
1.64,0,0.29,0.96,0,0,0,0,0.81,1.9,0.45,0.24,2.01,0.65,0,0,0,3
0.81,0,0.24,0,0.49,1.15,0.31,1.55,0.52,2.69,1.31,1.77,1.45,0.18,0,0,0.19,3
2.41,1.01,1.82,0.72,0.9,0.63,0.68,1.26,1.02,1.26,0.07,0,1.34,0,1.46,0.54,0,3
0.58,0,2.87,0,2.74,2.11,1.61,2.45,2.14,1.11,0.03,0,0.94,0,3.36,0.99,0.4,3
0.97,0.02,0.58,0,1.64,3.65,1.03,0.68,1.98,2.01,0.08,0,1.76,0,1.54,1.82,0,3
0.87,0.22,0.27,0,2.61,2.13,0.7,1.48,3.23,1.99,0,0,0.23,0.41,1.4,0.48,0,3
1.55,0,3.04,0,1.34,3.95,0.48,1.09,1.29,3.48,0.83,0.72,0.91,0.3,0.38,0.03,0.52,3
1.8,1.82,0,0.56,0.62,0,0,1.72,2.73,1.62,0,0,0.02,0,0.8,0,0.04,3
2.49,0.56,0,0.81,1.11,1.02,0.05,1.05,2.07,2.02,0,0,1.37,0.49,2.24,3.05,0,3
1.74,0.52,2.98,1.11,0,1.98,0,0,0.14,0,0,0,0.58,0,0,0.04,0,3
1.12,0.36,0,0,1.54,0.55,0.97,1.03,2.75,1.06,0,0,0,0,2.4,0.99,0.27,3
1.71,0.62,1.6,0,0.97,1.66,0.15,0,0.53,0,1.25,0.41,1.89,0,1.09,0.2,0.01,3
2.13,1.88,0,1.48,0,0.07,0,0.13,1.38,1.07,0,0,0,0.16,0,0,0,3
0,0,0.42,0,1.58,0,0,1.68,2.71,2.92,0.31,0,1.27,0,1.31,0,0,3
0,0,0,0,1.45,1.58,0.32,1.38,2.55,0.23,0.01,0,0.22,0,1.99,0.58,0,3
3.36,1.8,2.09,1.29,2.29,0.97,0,1.3,3.08,2.74,0,0.01,0.26,0,1.74,0,0,3
2.03,0.54,0,0,2.97,1.62,0,2.19,3.19,0.02,0.35,1.16,1.42,0.85,1.88,0,1.09,3
1.3,1.62,0,0.22,1.35,3.66,0,0.4,1.58,0.53,0,0,0,0,0.73,1.22,0,3
0.45,0,1.4,0,1.88,1.95,0,1.32,1.89,1.93,0.1,0,0.98,0,0.89,0,0.99,3
0,0,0.64,1.13,0.75,1.66,0,1.08,1.27,1.22,0,0,0,0,2.22,0.32,0,3
1.72,1.93,0,0,1.83,0.57,0,1.9,4.52,0.34,0.46,0,0.88,0.45,3.79,0.36,0.24,3
0.48,0.8,0,0.33,2.12,3.39,0.31,2.1,2.81,0.06,0,0,0.38,0,3.53,1.87,0,3
0.69,1.23,0.13,0,2.84,3.84,0.18,1.89,3.38,0.62,0,0,0.37,0,3.25,1.86,0.38,3
2.48,1.31,0,1.07,1.47,0.97,0,2.8,3.31,0,0,0,0.88,0.86,2.74,0,1.06,3
0.13,0,0.45,0,2.51,0.51,0,1.32,3.29,0.5,0.1,0,0,0.09,2.99,0,0,3
2.17,1.32,0,0.64,2.66,2.62,0,0.06,3.59,0,1.33,0,1.2,1.1,3.3,0,0.29,3
0.26,0,0.53,0,2.73,2.66,1.23,1.84,2.17,0.95,1.07,0,2.1,0,3.96,0.89,0.45,3
1.6,1.97,0.23,0,0.71,1.93,0.7,2.4,1.28,0.32,0.84,1.54,1.53,0.42,0.25,1.59,1.06,3
2.21,1.36,1.33,0.05,1.5,2.8,0,1.02,1.85,0.41,0,0,0.56,0,1.23,0.55,0,3
2.13,0.97,0.45,1.24,1.96,1.13,0,2.87,3.32,2.12,0,0.19,0.91,0,2.45,0,0.21,3
2.45,0.57,3.34,0.59,2.27,2.62,0.27,0.69,3.3,1.77,0,0,0.22,0,1.97,0.16,0.41,3
0,0,0,0,1.31,1.41,0.81,1.28,2.27,1.88,0,0.22,0.55,0.28,2.27,0.67,0,3
1.97,0,0.71,0,2.24,2.42,0.08,0.36,2.32,0.83,0.07,0,0.76,0.59,0.61,0.3,0,3
0,0,0.68,0,1.69,0.14,0,1.54,2.85,2.64,0.29,0,1.06,0,1.73,0,0.07,3
2.18,1.09,0,0.5,1.25,0,0,1.13,2.76,0.96,0.02,0,0.51,0,2.8,0.99,0,3
1.2,0.06,1.54,0,1.51,2.72,0.44,0.25,0.63,0.32,0.22,0,1.08,0,1.21,1.05,0.27,3
0.71,0.23,0,0,2.19,1.41,0,1.07,2.97,1.59,0,0,0,0,2.7,0,0,3
1.82,0,1.12,1.3,0.92,2.86,0.29,0.74,2.11,1.18,0,0,0,0,0.7,0,0,3
0.74,0,1.2,0,1.57,2.78,1.79,0.45,0.63,0,0.58,0,0.35,0,1.01,1.13,0.77,3
1.79,1.12,0.08,2.04,1.12,1,0.1,1.47,2.27,1.57,0,0,0,0,1.95,0.34,0,3
0,0,3.47,0,1.06,4.31,1.39,1.61,1.14,3.22,0.58,0.42,0.83,0.55,0.28,0,0.58,3
0.97,1,0,0.89,1.5,1.03,0.08,0.7,2.97,0.59,0,0,0.63,0.35,1.31,0,0,3
0.79,0,0.29,0.24,2.05,3.89,0,0.41,1.6,1.25,0,0.15,1.31,0.28,1.42,1.6,0,3
1.34,0.17,0,0.59,2.47,1.28,0,1.16,2.66,1.87,0,0.2,0.38,0.36,0.85,0,0,3
1.22,0.07,0,1,1.52,1.59,0,1.46,3.05,0,0,0,0,0,3.05,0,0,3
0.03,0,2.95,0,1.2,4.04,1.22,1.34,1.01,3.36,0.76,0.63,1.05,0.32,0.28,0.06,0.59,3
0.81,0.21,0,0,2.2,2.4,0,1.55,2.22,2,0.76,0,1.25,0.2,0.77,0,0,3
0.18,0,0,0,2.36,2.2,0.8,1.82,1.67,3.12,0.64,0.51,1.26,0,0.07,0,1,3
0.33,0.18,0.52,1.91,0.3,1.46,0.22,0.32,1.79,0.36,0,0,0,0,0.84,1.03,0,3
1.4,0,0.08,0,2.4,1.58,0,0.24,2.54,1.3,0,0,1.84,0.27,1.39,0,0.04,3
0,0,0,0,2.88,2.68,1.01,1.91,3,1.76,0,0,0.37,0,2.1,0,0,3
0.89,1.31,0.32,0,1.08,0.8,0.2,2.16,2.75,1.9,0,0,0,0,2.55,0.18,0,3
0,0,0.17,0,1.09,0,0,1.19,1.53,1.4,0.94,0.08,1.02,0,1.47,0,0,3
2.2,0.94,0.96,0.06,1.69,2.32,0.08,0.9,1.67,1.03,1.11,1.18,1.06,0,0.7,0,0.1,3
1.58,0,1.06,0,1.42,2.57,0,0,0.01,0,0.81,0,2.25,0.21,0.9,0,0.08,3
4.03,3.06,0.43,1.21,1.27,1.21,0.28,2.17,3.61,1,0,0,0,0,3.14,0.85,0.54,3
0.49,0.14,1.26,0,2.95,3.48,1.81,2.62,1.65,2.72,0.65,3.2,0.06,0.41,0,0,1.51,3
0.54,0,0.25,0,3.2,3.29,0.6,1.22,3.35,1.88,0,0,0.12,0.28,2.95,1.29,0.59,3
1.04,0,2.82,0,0.94,3.99,0.84,1.15,1.14,2.63,0.84,0.62,1.35,0.34,0.05,0,0.76,3
0,0.15,0,0,1.06,1.69,0.42,0.58,1.41,1.41,0,0,0,0,1.88,0.97,0.86,3
0.57,0,0.28,0,1.43,2.82,0.63,1.68,0.76,0,0.92,0,0.38,0,1.51,0.49,0,3
2.72,3.15,0,0.61,2.31,0.75,0,1.58,3.63,2.11,0.54,0,0,0,4.19,0.98,2.21,3
1.64,0.7,0.3,0,1.9,3.81,0,1.49,1.59,1.29,0,0,1,0,0.6,1.75,0,3
2.43,1.7,0,1.36,2.32,0.31,0,1.14,3.44,1.85,1.05,0.54,2.65,0.52,1.76,0,0.68,3
0.57,1.33,0,0.3,2.37,2.24,0,1.67,3.92,1.53,0.07,0.9,0.49,1.14,3.57,1.99,0.9,3
2.12,1.22,0.6,0.81,1.08,0.24,0,0.16,1.57,0.37,0,0,0,0,0,0,0.03,3
2.79,1.92,0,0.37,2.36,1.34,0,2.97,4.44,2.36,0,0,1.13,0,4.12,0,0.37,3
1.37,0,0,0,1.44,2.68,0,0.89,1.38,0.43,0,0,0.83,0.13,0.41,0.53,0,3
1.71,0.96,0,0.1,1.17,2.38,0.89,1.41,1.99,0,0.74,0,1.19,0,1.47,0.4,0,3
0,0.15,0,0,1.14,1.91,0.93,1.38,1.73,0.67,0,0,0,0,2.79,0.33,0.71,3
0,0,0.6,0,1.88,0.29,0,1.02,1.99,3.05,0.31,0.82,1.49,0.48,0.08,0,2.07,3
2.37,0.37,1.49,0,2.61,2.87,0.03,1.51,3.6,1.64,0,0,0.02,0,3.6,0.21,0,3
0.68,0,1.54,0,2.1,3.53,0.51,0,0.69,0.88,0.37,0,1.83,0.25,0.36,0.56,0.44,3
1.53,1.02,0,0.65,1.11,1.17,0,1.04,3.04,0.98,0,0,0.62,0,2.2,0.8,0.17,3
0.79,0,0,0.85,1.48,0,0,0.34,2.64,1.63,0,0,0.75,0,1.63,0,0,3
2.45,0.26,1.68,0.11,1.76,2.01,0.44,0.35,0.98,0.71,1.44,0.9,2.68,0,1.08,0,0.09,3
0,0.06,0.83,0.04,2.41,3.1,0.63,1.99,1.5,1.18,0.64,0,0.74,0.81,1.81,0.11,0.29,3
1.23,0,0.03,0,0,0,0,0,0.03,0,0,0.07,0,0.02,0,0.26,0.22,3
2.57,0.66,0.49,0.03,2.79,2.63,0,1.57,3.13,2.15,0,0.75,1.23,0.13,2.29,1.18,0,3
0.14,0,0,0.86,2.01,1.97,0,1.71,2.79,1.02,0,0,0.9,0,2.35,0,0,3
1.17,0.15,0.05,0.56,2.43,1.74,0,1.53,2.31,2.44,0.47,0.06,0.68,0.15,0.22,0,0,3
0.36,0,2.26,0,2.94,4.82,2.01,2.36,2.95,2.68,0,0,0.26,0.26,2.65,0,0,3
1.03,0,0,1.36,1.99,2.63,0,1,2.21,0.1,0,0,0.18,0,1.54,0.57,0,3
